,Unnamed: 0,State,District,Name,Party,Incumbent,Winner,Vote_Percentage,Raised,Spent,MaxSpentPer
678,678,TX,10,Mike Siegel,D,1,False,45.4,2873926.0,2829765.0,False
679,679,TX,11,August Pfluger,R,1,True,79.7,2578540.0,1984134.0,True
680,680,TX,11,Jon Mark Hogg,D,1,False,18.3,137730.0,135141.0,False
681,681,TX,12,Kay Granger,R,1,True,63.7,3161288.0,3271815.0,True
682,682,TX,12,Lisa Welch,D,1,False,33.0,98465.0,98475.0,False
683,683,TX,13,Ronny Jackson,R,1,True,79.4,2128271.0,1741132.0,True
684,684,TX,13,Gus Trujillo,D,1,False,18.5,22826.0,18820.0,False
685,685,TX,14,Randy Weber,R,1,True,61.6,936202.0,924659.0,True
686,686,TX,14,Adrienne Bell,D,1,False,38.4,244754.0,240934.0,False
687,687,TX,15,Vicente Gonzalez,D,1,True,50.5,1008381.0,657500.0,True
688,688,TX,15,Monica De La Cruz,R,1,False,47.6,344893.0,338832.0,False
689,689,TX,16,Veronica Escobar,D,1,True,64.7,1135549.0,1087693.0,True
690,690,TX,16,Irene Armendariz-Jackson,R,1,False,35.3,168997.0,153671.0,False
691,691,TX,17,Pete Sessions,R,1,True,55.9,1447958.0,1658637.0,True
692,692,TX,17,Rick Kennedy,D,1,False,40.9,200668.0,202096.0,False
693,693,TX,18,Sheila Jackson Lee,D,1,True,73.3,924480.0,838414.0,True
694,694,TX,18,Wendell Champion,R,1,False,23.5,305645.0,271278.0,False
695,695,TX,19,Jodey Arrington,R,1,True,74.8,2497184.0,1932700.0,True
696,696,TX,19,Tom Watson,D,1,False,22.9,49405.0,60806.0,False
697,697,TX,20,Joaquin Castro,D,1,True,64.7,674061.0,686934.0,True
698,698,TX,20,Mauro Garza,R,1,False,33.1,263293.0,240930.0,False
699,699,TX,21,Chip Roy,R,1,True,52.0,5005639.0,4679362.0,False
700,700,TX,21,Wendy Davis,D,1,False,45.4,10263486.0,10201874.0,True
701,701,TX,22,Sri Kulkarni,D,1,False,44.6,5639061.0,5630098.0,True
702,702,TX,22,Troy Nehls,R,1,True,51.5,1806655.0,1787448.0,False
703,703,TX,23,Gina Ortiz Jones,D,1,False,46.6,6755222.0,6842440.0,True
704,704,TX,23,Tony Gonzales,R,1,True,50.5,2797133.0,2764108.0,False
705,705,TX,24,Candace Valenzuela,D,1,False,47.5,4886999.0,4875031.0,True
706,706,TX,24,Beth Van Duyne,R,1,True,48.8,3410852.0,3342442.0,False
707,707,TX,24,Stephen Kuzmich,I,1,False,1.2,175504.0,201332.0,False
708,708,TX,24,Mark Bauer,I,1,False,0.9,26342.0,26542.0,False
709,709,TX,25,Roger Williams,R,1,True,55.9,2435121.0,3347267.0,True
710,710,TX,25,Julie Oliver,D,1,False,42.1,2190347.0,2176319.0,False
711,711,TX,26,Michael Burgess,R,1,True,60.6,1806588.0,2081391.0,True
712,712,TX,26,Carol Iannuzzi,D,1,False,37.3,95937.0,95937.0,False
713,713,TX,27,Michael Cloud,R,1,True,63.1,1014427.0,829748.0,True
714,714,TX,27,Ricardo De La Fuente,D,1,False,34.9,312096.0,312096.0,False
715,715,TX,28,Henry Cuellar,D,1,True,58.3,2655317.0,3650848.0,True
716,716,TX,28,Sandra Whitten,R,1,False,39.0,24760.0,27354.0,False
717,717,TX,29,Sylvia Garcia,D,1,True,71.1,818984.0,758382.0,True
718,718,TX,29,Jaimy Blanco,R,1,False,27.4,4378.0,0.0,False
719,719,TX,30,Eddie Bernice Johnson,D,1,True,77.5,589096.0,494547.0,True
720,720,TX,30,Tre Pennie,R,1,False,18.4,311109.0,305446.0,False
721,721,TX,31,John Carter,R,1,True,53.4,2160187.0,2214487.0,True
722,722,TX,31,Donna Imam,D,1,False,44.3,1035222.0,1035272.0,False
723,723,TX,32,Colin Allred,D,1,True,52.0,5667725.0,5611747.0,False
724,724,TX,32,Genevieve Collins,R,1,False,45.9,5923081.0,5915256.0,True
725,725,TX,32,Jason Sigmon,I,1,False,0.7,11791.0,11651.0,False
726,726,TX,33,Marc Veasey,D,1,True,66.8,1621929.0,1613446.0,True
727,727,TX,33,Fabian Cordova Vasquez,R,1,False,25.2,36692.0,25585.0,False
728,728,TX,34,Filemon Vela,D,1,True,55.4,983026.0,1024180.0,True
729,729,TX,34,Rey Gonzalez,R,1,False,41.8,37118.0,37446.0,False
730,730,TX,35,Lloyd Doggett,D,1,True,65.4,1336576.0,424804.0,True
731,731,TX,35,Jennifer Sharon,R,1,False,30.0,19011.0,14442.0,False
732,732,TX,35,Jason Mata,I,1,False,1.9,2632.0,2632.0,False
733,733,TX,36,Brian Babin,R,1,True,73.6,1345351.0,1297185.0,True
734,734,TX,36,Brandon Rashad Lewis,D,1,False,24.3,21714.0,12278.0,False
735,735,UT,1,Blake Moore,R,1,True,69.6,844377.0,816015.0,True
736,736,UT,1,Darren Parry,D,1,False,30.5,41218.0,40904.0,False
737,737,UT,2,Chris Stewart,R,1,True,59.0,835139.0,812462.0,True
738,738,UT,2,John Kael Weston,D,1,False,36.6,344774.0,306872.0,False
739,739,UT,3,John Curtis,R,1,True,68.8,874311.0,687265.0,True
740,740,UT,3,Devin Thorpe,D,1,False,26.8,191412.0,190200.0,False
741,741,UT,4,Ben McAdams,D,1,False,46.7,5613542.0,5555591.0,True
742,742,UT,4,Burgess Owens,R,1,True,47.7,5129475.0,5049146.0,False
743,743,VT,1,Peter Welch,D,1,True,64.4,847320.0,865252.0,True
744,744,VA,1,Rob Wittman,R,1,True,58.5,1969785.0,2140375.0,True
745,745,VA,1,Qasim Rashid,D,1,False,41.7,1559108.0,1559108.0,False
746,746,VA,2,Elaine Luria,D,1,True,51.6,6522276.0,6387474.0,True
747,747,VA,2,Scott Taylor,R,1,False,45.8,2452292.0,2446410.0,False
748,748,VA,3,Bobby Scott,D,1,True,68.4,873126.0,832419.0,True
749,749,VA,3,John Collick,R,1,False,31.4,167146.0,165080.0,False
750,750,VA,4,Donald McEachin,D,1,True,61.6,961412.0,963788.0,True
751,751,VA,4,Leon Benjamin,R,1,False,38.2,545354.0,523429.0,False
752,752,VA,5,Cameron Webb,D,1,False,47.3,5755917.0,5750924.0,True
753,753,VA,5,Bob Good,R,1,True,52.4,1373867.0,1323530.0,False
754,754,VA,6,Ben Cline,R,1,True,64.6,892955.0,672928.0,True
755,755,VA,6,Nicholas Betts,D,1,False,35.3,56190.0,54205.0,False
756,756,VA,7,Abigail Spanberger,D,1,True,50.8,8387680.0,7852213.0,True
757,757,VA,7,Nick Freitas,R,1,False,49.0,3629431.0,3600108.0,False
758,758,VA,8,Don Beyer,D,1,True,75.8,1729482.0,2071906.0,True
759,759,VA,8,Jeff Jordan,R,1,False,24.0,96035.0,96035.0,False
760,760,VA,9,Morgan Griffith,R,1,True,94.0,873612.0,463916.0,True
761,761,VA,10,Jennifer Wexton,D,1,True,56.5,3855331.0,1772250.0,True
762,762,VA,10,Aliscia Andrews,R,1,False,43.4,1567598.0,1413145.0,False
763,763,VA,11,Gerry Connolly,D,1,True,71.4,1998592.0,1811776.0,True
764,764,VA,11,Manga Anantatmula,R,1,False,28.3,282152.0,268326.0,False
765,765,WA,1,Suzan DelBene,D,1,True,58.6,2182985.0,1897162.0,True
766,766,WA,1,Jeffrey Beeler,R,1,False,41.3,61970.0,62279.0,False
767,767,WA,2,Rick Larsen,D,1,True,63.2,1275127.0,1219489.0,True
768,768,WA,2,Tim Hazelo,R,1,False,36.6,49478.0,49322.0,False
769,769,WA,3,Jaime Herrera Beutler,R,1,True,56.4,4566383.0,4540148.0,True
770,770,WA,3,Carolyn Long,D,1,False,43.4,4130540.0,4142685.0,False
771,771,WA,4,Dan Newhouse,R,1,True,66.3,1173464.0,991174.0,True
772,772,WA,4,Doug McKinley,D,1,False,33.5,57666.0,54227.0,False
773,773,WA,5,Cathy McMorris Rodgers,R,1,True,60.9,4349448.0,3432572.0,True
774,774,WA,5,Dave Wilson,D,1,False,38.9,109636.0,109636.0,False
775,775,WA,6,Derek Kilmer,D,1,True,59.4,2524026.0,2531111.0,True
776,776,WA,6,Elizabeth Kreiselmaier,R,1,False,40.4,156123.0,145108.0,False
777,777,WA,7,Pramila Jayapal,D,1,True,83.0,2630000.0,1530626.0,True
778,778,WA,7,Craig Keller,R,1,False,16.7,2904.0,3703.0,False
779,779,WA,8,Kim Schrier,D,1,True,51.7,5422491.0,3774398.0,True
780,780,WA,8,Jesse Jensen,R,1,False,48.1,852396.0,842269.0,False
781,781,WA,9,Adam Smith,D,1,True,74.2,1324761.0,930710.0,True
782,782,WA,9,Doug Basler,R,1,False,25.7,22536.0,18328.0,False
783,783,WA,10,Marilyn Strickland,D,1,True,49.6,1812659.0,1780633.0,True
784,784,WA,10,Beth Doglio,D,1,False,35.7,1477678.0,1477678.0,False
785,785,WV,1,David McKinley,R,1,True,69.0,1092609.0,1085864.0,True
786,786,WV,1,Natalie Ms. Cline,D,1,False,31.0,81032.0,81881.0,False
787,787,WV,2,Alex Mooney,R,1,True,63.1,2155978.0,864001.0,True
788,788,WV,2,Catherine Kunkel,D,1,False,36.9,641567.0,641567.0,False
789,789,WV,3,Carol Miller,R,1,True,71.3,869210.0,720796.0,True
790,790,WV,3,Hilary Turner,D,1,False,28.7,99214.0,98769.0,False
791,791,WI,1,Bryan Steil,R,1,True,59.4,3500849.0,3151701.0,True
792,792,WI,1,Roger Polack,D,1,False,40.7,536228.0,526431.0,False
793,793,WI,2,Mark Pocan,D,1,True,69.7,1290582.0,1014628.0,True
794,794,WI,2,Peter Theron,R,1,False,30.3,35753.0,33977.0,False
795,795,WI,3,Ron Kind,D,1,True,51.4,2989262.0,4435403.0,True
796,796,WI,3,Derrick Van Orden,R,1,False,48.6,1962443.0,1948639.0,False
797,797,WI,4,Gwen Moore,D,1,True,74.7,1183995.0,1166739.0,True
798,798,WI,5,Scott Fitzgerald,R,1,True,60.2,1155721.0,968406.0,True
799,799,WI,5,Tom Palzewicz,D,1,False,39.9,370392.0,371799.0,False
800,800,WI,6,Glenn Grothman,R,1,True,59.3,1815756.0,1736659.0,True
801,801,WI,6,Jessica King,D,1,False,40.7,287753.0,245788.0,False
802,802,WI,7,Tom Tiffany,R,1,True,60.8,2637459.0,2514740.0,True
803,803,WI,7,Tricia Zunker,D,1,False,39.2,1261957.0,1232690.0,False
804,804,WI,8,Mike Gallagher,R,1,True,64.0,3202905.0,2841801.0,True
805,805,WI,8,Amanda Stuck,D,1,False,36.0,416978.0,399916.0,False
806,806,WY,1,Liz Cheney,R,1,True,68.6,3003883.0,3060167.0,True
807,807,WY,1,Lynnette Grey Bull,D,1,False,24.6,134597.0,132235.0,False
